mon,prez_gop,gov_gop,sen_gop,rep_gop,prez_dem,gov_dem,sen_dem,rep_dem
1/15/03,1,26,51,231,0,24,48,203
2/15/03,1,26,51,231,0,24,48,203
3/15/03,1,26,51,231,0,24,48,203
4/15/03,1,26,51,231,0,24,48,203
5/15/03,1,26,51,231,0,24,48,203
6/15/03,1,26,51,231,0,24,48,203
7/15/03,1,26,51,231,0,24,48,203
8/15/03,1,26,51,231,0,24,48,203
9/15/03,1,26,51,231,0,25,48,203
10/15/03,1,26,51,231,0,25,48,203
11/15/03,1,27,51,231,0,25,48,203
12/15/03,1,27,51,231,0,25,48,203
1/15/04,1,28,51,229,0,22,48,203
2/15/04,1,28,51,229,0,22,48,203
3/15/04,1,28,51,229,0,22,48,204
4/15/04,1,28,51,229,0,22,48,204
5/15/04,1,28,51,229,0,22,48,204
6/15/04,1,28,51,229,0,22,48,204
7/15/04,1,29,51,229,0,22,48,204
8/15/04,1,29,51,229,0,22,48,205
9/15/04,1,29,51,229,0,22,48,205
10/15/04,1,29,51,229,0,22,48,205
11/15/04,1,29,51,229,0,23,48,205
12/15/04,1,29,51,229,0,23,48,205
1/15/05,1,28,54,232,0,22,45,201
2/15/05,1,28,54,232,0,22,45,201
3/15/05,1,28,54,232,0,22,45,202
4/15/05,1,28,54,232,0,22,45,202
5/15/05,1,28,54,231,0,22,45,202
6/15/05,1,28,54,231,0,22,45,202
7/15/05,1,28,54,231,0,22,45,202
8/15/05,1,28,54,231,0,22,45,202
9/15/05,1,28,54,232,0,22,45,202
10/15/05,1,28,54,232,0,22,45,202
11/15/05,1,28,54,232,0,22,45,202
12/15/05,1,28,54,232,0,22,45,202
1/15/06,1,28,54,231,0,22,45,201
2/15/06,1,28,54,231,0,22,45,201
3/15/06,1,28,54,231,0,22,45,201
4/15/06,1,28,54,231,0,22,45,201
5/15/06,1,28,54,231,0,22,45,201
6/15/06,1,28,54,231,0,22,45,201
7/15/06,1,28,54,231,0,22,45,201
8/15/06,1,28,54,231,0,22,45,201
9/15/06,1,28,54,231,0,22,45,201
10/15/06,1,28,54,231,0,22,45,201
11/15/06,1,28,54,232,0,22,45,202
12/15/06,1,28,54,232,0,22,45,202
1/15/07,1,22,48,201,0,28,50,233
2/15/07,1,22,48,201,0,28,50,233
3/15/07,1,22,48,201,0,28,50,233
4/15/07,1,22,48,201,0,28,50,233
5/15/07,1,22,48,201,0,28,50,232
6/15/07,1,22,47,201,0,28,50,232
7/15/07,1,22,48,201,0,28,50,232
8/15/07,1,22,48,202,0,28,50,232
9/15/07,1,22,48,202,0,28,50,233
10/15/07,1,22,48,202,0,28,50,233
11/15/07,1,22,48,202,0,28,50,234
12/15/07,1,22,48,202,0,28,50,234
1/15/08,1,22,48,198,0,28,50,231
2/15/08,1,22,48,198,0,28,50,231
3/15/08,1,22,48,198,0,28,50,233
4/15/08,1,22,48,198,0,28,50,234
5/15/08,1,22,48,199,0,28,50,235
6/15/08,1,22,48,199,0,28,50,235
7/15/08,1,22,48,199,0,28,50,236
8/15/08,1,22,48,199,0,28,50,236
9/15/08,1,22,48,199,0,28,50,236
10/15/08,1,22,48,199,0,28,50,236
11/15/08,1,22,48,199,0,28,50,236
12/15/08,1,22,48,199,0,28,50,236
1/15/09,0,22,40,179,1,28,57,254
2/15/09,0,22,40,179,1,28,57,254
3/15/09,0,22,40,179,1,28,57,253
4/15/09,0,22,40,179,1,28,57,254
5/15/09,0,22,40,179,1,28,57,255
6/15/09,0,22,40,179,1,28,57,255
7/15/09,0,22,40,179,1,28,58,254
8/15/09,0,24,40,179,1,28,58,255
9/15/09,0,24,41,179,1,28,58,255
10/15/09,0,24,41,179,1,28,59,255
11/15/09,0,24,41,179,1,28,59,257
12/15/09,0,24,41,179,1,28,59,257
1/15/10,0,24,41,178,1,26,57,255
2/15/10,0,24,41,178,1,26,57,255
3/15/10,0,24,41,178,1,26,57,253
4/15/10,0,24,41,177,1,26,57,254
5/15/10,0,24,41,177,1,26,57,254
6/15/10,0,24,41,178,1,26,57,255
7/15/10,0,24,41,178,1,26,56,255
8/15/10,0,24,41,178,1,26,57,255
9/15/10,0,24,41,178,1,26,57,255
10/15/10,0,24,41,178,1,26,57,255
11/15/10,0,24,41,178,1,27,59,255
12/15/10,0,24,41,178,1,27,59,255
1/15/11,0,29,47,241,1,21,51,193
2/15/11,0,29,47,241,1,21,51,193
3/15/11,0,29,47,241,1,21,51,192
4/15/11,0,29,47,241,1,21,51,192
5/15/11,0,29,47,240,1,21,51,192
6/15/11,0,29,47,240,1,21,51,193
7/15/11,0,29,47,240,1,21,51,192
8/15/11,0,29,47,240,1,21,51,193
9/15/11,0,29,47,242,1,21,51,193
10/15/11,0,29,47,242,1,21,51,193
11/15/11,0,29,47,242,1,21,51,193
12/15/11,0,29,47,242,1,21,51,193
1/15/12,0,29,47,242,1,21,51,192
2/15/12,0,29,47,242,1,21,51,192
3/15/12,0,29,47,242,1,21,51,191
4/15/12,0,29,47,242,1,21,51,190
5/15/12,0,29,47,242,1,21,51,190
6/15/12,0,29,47,242,1,21,51,191
7/15/12,0,29,47,242,1,21,51,191
8/15/12,0,29,47,242,1,21,51,191
9/15/12,0,29,47,242,1,21,51,191
10/15/12,0,29,47,242,1,21,51,191
11/15/12,0,29,47,243,1,21,51,194
12/15/12,0,29,47,243,1,21,51,194
1/15/13,0,30,45,232,1,20,53,200
2/15/13,0,30,45,232,1,20,53,200
3/15/13,0,30,45,232,1,20,53,200
4/15/13,0,30,45,232,1,20,53,201
5/15/13,0,30,45,233,1,20,53,201
6/15/13,0,30,46,234,1,20,52,201
7/15/13,0,30,46,234,1,20,52,201
8/15/13,0,30,46,234,1,20,53,201
9/15/13,0,30,46,234,1,20,53,201
10/15/13,0,30,46,234,1,20,53,201
11/15/13,0,30,46,234,1,20,54,201
12/15/13,0,30,46,234,1,20,54,201
1/15/14,0,29,45,232,1,21,53,200
2/15/14,0,29,45,232,1,21,53,200
3/15/14,0,29,45,233,1,21,53,199
4/15/14,0,29,45,233,1,21,53,199
5/15/14,0,29,45,233,1,21,53,199
6/15/14,0,29,45,233,1,21,53,199
7/15/14,0,29,45,234,1,21,53,199
8/15/14,0,29,45,234,1,21,53,199
9/15/14,0,29,45,234,1,21,53,199
10/15/14,0,29,45,234,1,21,53,199
11/15/14,0,29,45,235,1,21,53,201
12/15/14,0,29,45,235,1,21,53,201
1/15/15,0,31,54,245,1,18,44,188
2/15/15,0,31,54,245,1,18,44,188
3/15/15,0,31,54,245,1,18,44,188
4/15/15,0,31,54,244,1,18,44,188
5/15/15,0,31,54,245,1,18,44,188
6/15/15,0,31,54,246,1,18,44,188
